Name;Families;;
Kadaru;Nilo-Saharan;;
Kadazan Dusun;Austronesian;;
Kadazan, Klias River;Austronesian;;
Kadazan, Labuk-Kinabatangan;Austronesian;;
Kadiwéu;Guaykuruan;;
Kadu;Sino-Tibetan;;
Kadung;Niger-Congo;;
Kaduo;Sino-Tibetan;;
Kaera;Trans-New Guinea;;
Kafa;Afro-Asiatic;;
Kafoa;Trans-New Guinea;;
Kagayanen;Austronesian;;
Kagoro;Niger-Congo;;
Kagulu;Niger-Congo;;
Kahe;Niger-Congo;;
Kahua;Austronesian;;
Kaibobo;Austronesian;;
Kaidipang;Austronesian;;
Kaiep;Austronesian;;
Kaikadi;Dravidian;;
Kaike;Sino-Tibetan;;
Kaiku;Niger-Congo;;
Kaili, Da’a;Austronesian;;
Kaili, Ledo;Austronesian;;
Kaili, Unde;Austronesian;;
Kaimbé;Unclassified;;
Kaimbulawa;Austronesian;;
Kaingang;Jean;;
Kaingáng, São Paulo;Jean;;
Kairak;East New Britain;;
Kairiru;Austronesian;;
Kairui-Midiki;Austronesian;;
Kais;Trans-New Guinea;;
Kaitag;Nakh-Daghestanian;;
Kaivi;Niger-Congo;;
Kaiwá;Tupian;;
Kaiy;Lakes Plain;;
Kajakse;Afro-Asiatic;;
Kajali;Indo-European;;
Kakabai;Austronesian;;
Kakabe;Niger-Congo;;
Kakanda;Niger-Congo;;
Kakataibo-Kashibo;Panoan;;
Kakayi;Indo-European;;
Kaki Ae;Trans-New Guinea;;
Kako;Niger-Congo;;
Kakwa;Nilo-Saharan;;
Kala;Austronesian;;
Kala Lagaw Ya;Australian;;
Kalaamaya;Australian;;
Kalabari;Niger-Congo;;
Kalabra;West Papuan;;
Kalagan;Austronesian;;
Kalagan, Kagan;Austronesian;;
Kalam;Trans-New Guinea;;
Kalamsé;Niger-Congo;;
Kalanadi;Dravidian;;
Kalanga;Niger-Congo;;
Kalanguya;Austronesian;;
Kalao;Austronesian;;
Kalapuya;Takelman;;
Kalarko;Australian;;
Kalasha;Indo-European;;
Kalinga, Butbut;Austronesian;;
Kalinga, Limos;Austronesian;;
Kalinga, Lubuagan;Austronesian;;
Kalinga, Mabaka Valley;Austronesian;;
Kalinga, Majukayang;Austronesian;;
Kalinga, Southern;Austronesian;;
Kalinga, Tanudan;Austronesian;;
Kalinga, Vanaw;Austronesian;;
Kalispel-Pend d’Oreille;Salish;;
Kalkoti;Indo-European;;
Kalkutung;Australian;;
Kallahan, Keley-i;Austronesian;;
Kalmyk-Oirat;Mongolic;;
Kalou;Sepik;;
Kaluli;Trans-New Guinea;;
Kalumpang;Austronesian;;
Kam;Niger-Congo;;
Kamakan;Kamakanan;;
Kamang;Trans-New Guinea;;
Kamano;Trans-New Guinea;;
Kamantan;Niger-Congo;;
Kamar;Indo-European;;
Kamara;Niger-Congo;;
Kamarian;Austronesian;;
Kamaru;Austronesian;;
Kamas;Uralic;;
Kamasa;Trans-New Guinea;;
Kamasau;Torricelli;;
Kamayo;Austronesian;;
Kamayurá;Tupian;;
Kamba;Niger-Congo;;
Kambaata;Afro-Asiatic;;
Kambera;Austronesian;;
Kamberau;Trans-New Guinea;;
Kambiwá;Unclassified;;
Kami;Niger-Congo;;
Kami;Niger-Congo;;
Kamo;Niger-Congo;;
Kamoro;Trans-New Guinea;;
Kamu;Australian;;
Kamuku;Niger-Congo;;
Kamula;Trans-New Guinea;;
Kamwe;Afro-Asiatic;;
Kanakanabu;Austronesian;;
Kanamarí;Katukinan;;
Kanan;Sino-Tibetan;;
Kanashi;Sino-Tibetan;;
Kanasi;Trans-New Guinea;;
Kanauji;Indo-European;;
Kandas;Austronesian;;
Kandawo;Trans-New Guinea;;
Kande;Niger-Congo;;
Kandozi-Chapra;Language isolate;;
Kanembu;Nilo-Saharan;;
Kang;Kra-Dai;;
Kanga;Nilo-Saharan;;
Kangean;Austronesian;;
Kanggape;Ramu-Lower Sepik;;
Kangjia;Mongolic;;
Kango;Niger-Congo;;
Kango;Niger-Congo;;
Kangri;Indo-European;;
Kaniet;Austronesian;;
Kanikkaran;Dravidian;;
Kaningi;Niger-Congo;;
Kaningra;Sepik;;
Kaninuwa;Austronesian;;
Kanite;Trans-New Guinea;;
Kanja;South-Central Papuan;;
Kanjari;Indo-European;;
Kanju;Australian;;
Kankanaey;Austronesian;;
Kankanay, Northern;Austronesian;;
Kannada;Dravidian;;
Kanoé;Language isolate;;
Kansa;Siouan-Catawban;;
Kantosi;Niger-Congo;;
Kanu;Niger-Congo;;
Kanufi;Niger-Congo;;
Kanum, Bädi;South-Central Papuan;;
Kanum, Ngkâlmpw;South-Central Papuan;;
Kanum, Smärky;South-Central Papuan;;
Kanum, Sota;South-Central Papuan;;
Kanuri, Bilma;Nilo-Saharan;;
Kanuri, Manga;Nilo-Saharan;;
Kanuri, Tumari;Nilo-Saharan;;
Kanuri, Yerwa;Nilo-Saharan;;
Kanyok;Niger-Congo;;
Kao;West Papuan;;
Kaonde;Niger-Congo;;
Kap;Austronesian;;
Kapampangan;Austronesian;;
Kapauri;Kaure;;
Kapin;Austronesian;;
Kapinawá;Unclassified;;
Kapingamarangi;Austronesian;;
Kapriman;Sepik;;
Kaptiau;Austronesian;;
Kapya;Niger-Congo;;
Kaqchikel;Mayan;;
Kaqchikel-K’iche’ Mixed Language;Mixed language;;
Kara;Austronesian;;
Kara;Niger-Congo;;
Kara;Unclassified;;
Karaboro, Eastern;Niger-Congo;;
Karaboro, Western;Niger-Congo;;
Karachay-Balkar;Turkic;;
Karagas;Turkic;;
Karaim;Turkic;;
Karajá;Karajá;;
Karajarri;Australian;;
Karakalpak;Turkic;;
Karami;Trans-New Guinea;;
Karang;Niger-Congo;;
Karanga;Nilo-Saharan;;
Karankawa;Language isolate;;
Karao;Austronesian;;
Karas;Trans-New Guinea;;
Karata;Nakh-Daghestanian;;
Karawa;Sepik;;
Karawari;Ramu-Lower Sepik;;
Karbi;Sino-Tibetan;;
Kare;Niger-Congo;;
Kare;Trans-New Guinea;;
Karekare;Afro-Asiatic;;
Karelian;Uralic;;
Karen, Bwe;Sino-Tibetan;;
Karen, Geba;Sino-Tibetan;;
Karen, Geko;Sino-Tibetan;;
Karen, Mobwa;Sino-Tibetan;;
Karen, Paku;Sino-Tibetan;;
Karen, Phrae Pwo;Sino-Tibetan;;
Karen, Pwo Eastern;Sino-Tibetan;;
Karen, Pwo Northern;Sino-Tibetan;;
Karen, Pwo Western;Sino-Tibetan;;
Karen, S’gaw;Sino-Tibetan;;
Karenggapa;Australian;;
Karey;Austronesian;;
Kari;Niger-Congo;;
Karian;Trans-New Guinea;;
Karimjo;Niger-Congo;;
Karingani;Indo-European;;
Karipuna;Tupian;;
Karipuna French Creole;Creole;;
Karirí-Xocó;Language isolate;;
Karitiâna;Tupian;;
Kariya;Afro-Asiatic;;
Kariyarra;Australian;;
Karkar-Yuri;Pauwasi;;
Karkin;Miwok-Costanoan;;
Karko;Nilo-Saharan;;
Karnai;Austronesian;;
Karo;Afro-Asiatic;;
Karo;Tupian;;
Karok;Language isolate;;
Karon;Niger-Congo;;
Karon Dori;Maybrat;;
Karore;Austronesian;;
Karuwali;Australian;;
Kasabe;Unclassified;;
Kasanga;Niger-Congo;;
Kasem;Niger-Congo;;
Kashaya;Pomoan;;
Kashinawa;Panoan;;
Kashkay;Turkic;;
Kashmiri;Indo-European;;
Kashubian;Indo-European;;
Kasiguranin;Austronesian;;
Kaska;Eyak-Athabaskan;;
Kasua;Trans-New Guinea;;
Katang, Northern;Austro-Asiatic;;
Katang, Southern;Austro-Asiatic;;
Katawixi;Katukinan;;
Katcha-Kadugli-Miri;Nilo-Saharan;;
Kâte;Trans-New Guinea;;
Kateviri;Indo-European;;
Kathu;Sino-Tibetan;;
Katkari;Indo-European;;
Katla;Niger-Congo;;
Kato;Eyak-Athabaskan;;
Katso;Sino-Tibetan;;
Katu, Eastern;Austro-Asiatic;;
Katu, Western;Austro-Asiatic;;
Katua;Austro-Asiatic;;
Katukína;Katukinan;;
Katukína, Panoan;Panoan;;
Kaulong;Austronesian;;
Kaur;Austronesian;;
Kaure;Kaure;;
Kaurna;Australian;;
Kauwera;Tor-Kwerba;;
Kavalan;Austronesian;;
Kavet;Austro-Asiatic;;
Kawacha;Trans-New Guinea;;
Kawaiisu;Uto-Aztecan;;
Kawe;Austronesian;;
Kawyaw;Sino-Tibetan;;
Kaxararí;Panoan;;
Kaxuiâna;Cariban;;
Kayabí;Tupian;;
Kayagar;Trans-New Guinea;;
Kayah, Eastern;Sino-Tibetan;;
Kayah, Western;Sino-Tibetan;;
Kayan;Ramu-Lower Sepik;;
Kayan;Sino-Tibetan;;
Kayan Mahakam;Austronesian;;
Kayan, Baram;Austronesian;;
Kayan, Busang;Austronesian;;
Kayan, Kayan River;Austronesian;;
Kayan, Mendalam;Austronesian;;
Kayan, Rejang;Austronesian;;
Kayan, Wahau;Austronesian;;
Kayapó;Jean;;
Kayardild;Australian;;
Kayaw;Sino-Tibetan;;
Kayeli;Austronesian;;
Kayong;Austro-Asiatic;;
Kaytetye;Australian;;
Kayupulau;Austronesian;;
Kazakh;Turkic;;
Kazukuru;Austronesian;;
Ke’o;Austronesian;;
Keapara;Austronesian;;
Kebu;Nilo-Saharan;;
Kedang;Austronesian;;
Keerray-Woorroong;Australian;;
Kehu;East Geelvink Bay;;
Kei;Austronesian;;
Keiga;Nilo-Saharan;;
Keijar;Tor-Kwerba;;
Kein;Trans-New Guinea;;
Keiyo;Nilo-Saharan;;
Kejaman;Austronesian;;
Kela;Niger-Congo;;
Kelabit;Austronesian;;
Kele;Austronesian;;
Kele;Niger-Congo;;
Kélé;Niger-Congo;;
Keliko;Nilo-Saharan;;
Kelo;Nilo-Saharan;;
Kemak;Austronesian;;
Kemberano;Trans-New Guinea;;
Kembra;Unclassified;;
Kemedzung;Niger-Congo;;
Kemiehua;Austro-Asiatic;;
Kemtuik;Nimboran;;
Kenaboi;Language isolate;;
Kendayan;Austronesian;;
Kendeje;Nilo-Saharan;;
Kendem;Niger-Congo;;
Kenga;Nilo-Saharan;;
Keninjal;Austronesian;;
Kensiu;Austro-Asiatic;;
Kenswei Nsei;Niger-Congo;;
Kenyah, Mainstream;Austronesian;;
Kenyah, Wahau;Austronesian;;
Kenyang;Niger-Congo;;
Kenye;Niger-Congo;;
Keoru-Ahia;Trans-New Guinea;;
Kepkiriwát;Tupian;;
Kepo’;Austronesian;;
Kera;Afro-Asiatic;;
Kerak;Niger-Congo;;
Kereho;Austronesian;;
Kerek;Chukotko-Kamchatkan;;
Keres, Eastern;Keresan;;
Keres, Western;Keresan;;
Kerewe;Niger-Congo;;
Kerewo;Trans-New Guinea;;
Kerinci;Austronesian;;
Ket;Yeniseian;;
Ketangalan;Austronesian;;
Kete;Niger-Congo;;
Ketengban;Trans-New Guinea;;
Ketum;Trans-New Guinea;;
Kewapi, East;Trans-New Guinea;;
Kewapi, West;Trans-New Guinea;;
Kewat;Indo-European;;
Keyagana;Trans-New Guinea;;
Kgalagadi;Niger-Congo;;
Khah;Indo-European;;
Khakas;Turkic;;
Khalaj;Turkic;;
Khaling;Sino-Tibetan;;
Kham, Eastern Parbate;Sino-Tibetan;;
Kham, Gamal;Sino-Tibetan;;
Kham, Sheshi;Sino-Tibetan;;
Kham, Western Parbate;Sino-Tibetan;;
Khamba;Sino-Tibetan;;
Khamnigan Mongol;Mongolic;;
Khamti;Kra-Dai;;
Khamyang;Kra-Dai;;
Khana;Niger-Congo;;
Khandesi;Indo-European;;
Kháng;Austro-Asiatic;;
Khanty;Uralic;;
Khao;Austro-Asiatic;;
Kharia;Austro-Asiatic;;
Kharia Thar;Indo-European;;
Khasi;Austro-Asiatic;;
Khe;Niger-Congo;;
Khehek;Austronesian;;
Khengkha;Sino-Tibetan;;
Khetrani;Indo-European;;
Khinalugh;Nakh-Daghestanian;;
Khirwar;Dravidian;;
Khisa;Niger-Congo;;
Khlula;Sino-Tibetan;;
Khmer;Austro-Asiatic;;
Khmer, Northern;Austro-Asiatic;;
Khmu;Austro-Asiatic;;
Kho’ini;Indo-European;;
Khoekhoe;Khoe-Kwadi;;
Kholok;Afro-Asiatic;;
Khorasani Turkish;Turkic;;
Khowar;Indo-European;;
Khua;Austro-Asiatic;;
Khuen;Austro-Asiatic;;
Khün;Kra-Dai;;
Khunsari;Indo-European;;
Khvarshi;Nakh-Daghestanian;;
Khwedam;Khoe-Kwadi;;
Kiae;Austronesian;;
Kibaku;Afro-Asiatic;;
Kibala;Niger-Congo;;
Kibet;Nilo-Saharan;;
Kibiri;Trans-New Guinea;;
Kickapoo;Algic;;
Kiembu;Niger-Congo;;
Kigiryama;Niger-Congo;;
Kija;Australian;;
Kikai;Japonic;;
Kikongo;Niger-Congo;;
Kilivila;Austronesian;;
Kiliwa;Cochimí-Yuman;;
Kilmeri;Border;;
Kim;Niger-Congo;;
Kim Mun;Hmong-Mien;;
Kimaghima;Trans-New Guinea;;
Kimaragang;Austronesian;;
Kimbu;Niger-Congo;;
Kimbundu;Niger-Congo;;
Kimîîru;Niger-Congo;;
Kimki;Unclassified;;
Kimré;Afro-Asiatic;;
Kinabalian;Austronesian;;
Kinabatangan, Upper;Austronesian;;
Kinalakna;Trans-New Guinea;;
Kinaray-a;Austronesian;;
Kinga;Niger-Congo;;
Kinnauri;Sino-Tibetan;;
Kinnauri, Bhoti;Sino-Tibetan;;
Kinnauri, Chhoyul;Sino-Tibetan;;
Kinnauri, Chitkuli;Sino-Tibetan;;
Kinnauri, Pahari;Indo-European;;
Kintaq;Austro-Asiatic;;
Kinugu;Niger-Congo;;
Kinyarwanda;Niger-Congo;;
Kioko;Austronesian;;
Kiong;Niger-Congo;;
Kiorr;Austro-Asiatic;;
Kiowa;Kiowa-Tanoan;;
Kipfokomu;Niger-Congo;;
Kipsigis;Nilo-Saharan;;
Kiput;Austronesian;;
Kir-Balar;Afro-Asiatic;;
Kire;Ramu-Lower Sepik;;
Kiribati;Austronesian;;
Kirike;Niger-Congo;;
Kirikiri;Lakes Plain;;
Kirya-Konzel;Afro-Asiatic;;
Kis;Austronesian;;
Kisan;Dravidian;;
Kisankasa;Nilo-Saharan;;
Kisar;Austronesian;;
Kisi;Niger-Congo;;
Kisi, Southern;Niger-Congo;;
Kissi, Northern;Niger-Congo;;
Kistane;Afro-Asiatic;;
Kitharaka;Niger-Congo;;
Kitsai;Caddoan;;
Kituba;Creole;;
Kituba;Creole;;
Kiunum;Trans-New Guinea;;
Kiviila;Niger-Congo;;
Kiwai, Northeast;Trans-New Guinea;;
Kiwai, Southern;Trans-New Guinea;;
Kiwilwana;Niger-Congo;;
Kiyombe;Niger-Congo;;
Kizamani;Niger-Congo;;
Kla-Dan;Niger-Congo;;
Klamath-Modoc;Language isolate;;
Klao;Niger-Congo;;
Klon;Trans-New Guinea;;
Knaanic;Indo-European;;
Ko;Niger-Congo;;
Koalib;Niger-Congo;;
Koasati;Muskogean;;
Koba;Austronesian;;
Kobiana;Niger-Congo;;
Kobo;Niger-Congo;;
Kobon;Trans-New Guinea;;
Kobuka;Trans-New Guinea;;
Koch;Sino-Tibetan;;
Koda;Austro-Asiatic;;
Kodaku;Austro-Asiatic;;
Kodava;Dravidian;;
Kodeoha;Austronesian;;
Kodi;Austronesian;;
Kodia;Niger-Congo;;
Kodut, Middle;Austronesian;;
Kodut, North;Austronesian;;
Kodut, South;Austronesian;;
Koenoem;Afro-Asiatic;;
Kofa;Afro-Asiatic;;
Kofei;East Geelvink Bay;;
Kofyar;Afro-Asiatic;;
Kogi;Chibchan;;
Kohin;Austronesian;;
Kohistani, Indus;Indo-European;;
Koho;Austro-Asiatic;;
Koiali, Mountain;Trans-New Guinea;;
Koiari;Trans-New Guinea;;
Koireng;Sino-Tibetan;;
Koita;Trans-New Guinea;;
Koiwat;Sepik;;
Kok Borok;Sino-Tibetan;;
Kok-Nar;Australian;;
Kokata;Australian;;
Koke;Niger-Congo;;
Koko Babangk;Australian;;
Koko-Bera;Australian;;
Kokoda;Trans-New Guinea;;
Kokola;Niger-Congo;;
Kokota;Austronesian;;
Kol;Austro-Asiatic;;
Kol;Language isolate;;
Kol;Niger-Congo;;
Kola;Austronesian;;
Kolami, Northwestern;Dravidian;;
Kolami, Southeastern;Dravidian;;
Kolbila;Niger-Congo;;
Koli, Kachi;Indo-European;;
Koli, Parkari;Indo-European;;
Koli, Wadiyari;Indo-European;;
Koluwawa;Austronesian;;
Kom;Niger-Congo;;
Kom;Sino-Tibetan;;
Koma;Niger-Congo;;
Komba;Trans-New Guinea;;
Kombai;Trans-New Guinea;;
Kombe;Niger-Congo;;
Kombio;Torricelli;;
Komering;Austronesian;;
Komi-Permyak;Uralic;;
Komi-Zyrian;Uralic;;
Kominimung;Ramu-Lower Sepik;;
Komo;Niger-Congo;;
Komo;Nilo-Saharan;;
Komodo;Austronesian;;
Kompane;Austronesian;;
Komviri;Indo-European;;
Komyandaret;Trans-New Guinea;;
Kon Keu;Austro-Asiatic;;
Konabéré;Niger-Congo;;
Konai;Trans-New Guinea;;
Konda;Trans-New Guinea;;
Konda-Dora;Dravidian;;
Koneq-koneq;Austronesian;;
Koneraw;Trans-New Guinea;;
Konjo, Coastal;Austronesian;;
Konjo, Highland;Austronesian;;
Konkani;Indo-European;;
Konkani, Goan;Indo-European;;
Konkomba;Niger-Congo;;
Konni;Niger-Congo;;
Kono;Niger-Congo;;
Kono;Niger-Congo;;
Kono;Niger-Congo;;
Konomala;Austronesian;;
Konongo;Niger-Congo;;
Konso;Afro-Asiatic;;
Konyanka;Niger-Congo;;
Konzo;Niger-Congo;;
Koongo;Niger-Congo;;
Koonzime;Niger-Congo;;
Koorete;Afro-Asiatic;;
Kopar;Ramu-Lower Sepik;;
Kopkaka;Trans-New Guinea;;
Korafe-Yegha;Trans-New Guinea;;
Koraga, Korra;Dravidian;;
Koraga, Mudu;Dravidian;;
Korana;Khoe-Kwadi;;
Korandje;Nilo-Saharan;;
Korean;Koreanic;;
Koreguaje;Tucanoan;;
Koresh-e Rostam;Indo-European;;
Korku;Austro-Asiatic;;
Korlai Portuguese Creole;Creole;;
Koro;Austronesian;;
Koro;Austronesian;;
Koro;Niger-Congo;;
Koro;Sino-Tibetan;;
Koro Nulu;Niger-Congo;;
Koro Wachi;Niger-Congo;;
Koro Zuba;Niger-Congo;;
Koromfé;Niger-Congo;;
Koromira;South Bougainville;;
Koromu;Trans-New Guinea;;
Koroni;Austronesian;;
Koropó;Purian;;
Koroshi;Indo-European;;
Korowai;Trans-New Guinea;;
Korubo;Panoan;;
Korupun-Sela;Trans-New Guinea;;
Korwa;Austro-Asiatic;;
Koryak;Chukotko-Kamchatkan;;
Kosare;Kaure;;
Kosena;Trans-New Guinea;;
Koshin;Niger-Congo;;
Kosraean;Austronesian;;
Kota;Dravidian;;
Kota;Niger-Congo;;
Kota Marudu Talantang;Austronesian;;
Koti;Niger-Congo;;
Kott;Yeniseian;;
Kou;Trans-New Guinea;;
Kouya;Niger-Congo;;
Kovai;Trans-New Guinea;;
Kove;Austronesian;;
Kovol;Trans-New Guinea;;
Kowaki;Trans-New Guinea;;
Kowiai;Austronesian;;
Koy Sanjaq Surat;Afro-Asiatic;;
Koya;Dravidian;;
Koyaga;Niger-Congo;;
Koyee;Sino-Tibetan;;
Koyo;Niger-Congo;;
Koyukon;Eyak-Athabaskan;;
Kpagua;Niger-Congo;;
Kpala;Niger-Congo;;
Kpan;Niger-Congo;;
Kpasham;Niger-Congo;;
Kpati;Niger-Congo;;
Kpatili;Niger-Congo;;
Kpeego;Niger-Congo;;
Kpelle, Guinea;Niger-Congo;;
Kpelle, Liberia;Niger-Congo;;
Kpessi;Niger-Congo;;
Kplang;Niger-Congo;;
Krache;Niger-Congo;;
Krahn, Eastern;Niger-Congo;;
Krahn, Western;Niger-Congo;;
Krahô;Jean;;
Kraol;Austro-Asiatic;;
Krenak;Botocudoan;;
Krevinian;Uralic;;
Kreye;Jean;;
Kriang;Austro-Asiatic;;
Krikati-Timbira;Jean;;
Krimchak;Turkic;;
Krio;Creole;;
Kriol;Creole;;
Krobu;Niger-Congo;;
Krongo;Nilo-Saharan;;
Krumen, Plapo;Niger-Congo;;
Krumen, Pye;Niger-Congo;;
Krumen, Tepo;Niger-Congo;;
Krung;Austro-Asiatic;;
Kryts;Nakh-Daghestanian;;
Kua;Khoe-Kwadi;;
Kua-nsi;Sino-Tibetan;;
Kuamasi;Sino-Tibetan;;
Kuan;Kra-Dai;;
Kuanhua;Austro-Asiatic;;
Kuanua;Austronesian;;
Kuay;Austro-Asiatic;;
Kubachi;Nakh-Daghestanian;;
Kube;Trans-New Guinea;;
Kubi;Afro-Asiatic;;
Kubo;Trans-New Guinea;;
Kubu;Austronesian;;
Kuce;Niger-Congo;;
Kucong;Sino-Tibetan;;
Kudiya;Dravidian;;
Kudmali;Indo-European;;
Kudu-Camo;Niger-Congo;;
Kugama;Niger-Congo;;
Kugbo;Niger-Congo;;
Kugu-Muminh;Australian;;
Kuhane;Niger-Congo;;
Kui;Dravidian;;
Kui;Trans-New Guinea;;
Kui, Dawik;Dravidian;;
Kuijau;Austronesian;;
Kuikúro-Kalapálo;Cariban;;
Kujarge;Unclassified;;
Kuk;Niger-Congo;;
Kukama-Kukamiria;Tupian;;
Kukatja;Australian;;
Kuke;Sino-Tibetan;;
Kukele;Niger-Congo;;
Kukna;Indo-European;;
Kuku;Nilo-Saharan;;
Kuku-Mangk;Australian;;
Kuku-Mu’inh;Australian;;
Kuku-Ugbanh;Australian;;
Kuku-Uwanh;Australian;;
Kuku-Yalanji;Australian;;
Kula;Trans-New Guinea;;
Kulango, Bondoukou;Niger-Congo;;
Kulango, Bouna;Niger-Congo;;
Kulere;Afro-Asiatic;;
Kulfa;Nilo-Saharan;;
Kulina;Arauan;;
Kulina Pano;Panoan;;
Kulisusu;Austronesian;;
Kulon;Austronesian;;
Kulung;Niger-Congo;;
Kulung;Sino-Tibetan;;
Kumal;Indo-European;;
Kumalu;Austronesian;;
Kumam;Nilo-Saharan;;
Kuman;Trans-New Guinea;;
Kuman;Turkic;;
Kumaoni;Indo-European;;
Kumarbhag Paharia;Dravidian;;
Kumba;Niger-Congo;;
Kumbainggar;Australian;;
Kumbaran;Dravidian;;
Kumbewaha;Austronesian;;
Kumiai;Cochimí-Yuman;;
Kumukio;Trans-New Guinea;;
Kumyk;Turkic;;
Kumzari;Indo-European;;
Kuna, Border;Chibchan;;
Kuna, San Blas;Chibchan;;
Kunama;Nilo-Saharan;;
Kunbarlang;Australian;;
Kunda;Niger-Congo;;
Kundal Shahi;Indo-European;;
Kunduvadi;Dravidian;;
Kung;Niger-Congo;;
Kung-Ekoka;Kx’a;;
Kungarakany;Australian;;
Kungardutyi;Australian;;
Kunggari;Australian;;
Kungkari;Australian;;
Kuni;Austronesian;;
Kuni-Boazi;Trans-New Guinea;;
Kunigami;Japonic;;
Kunimaipa;Trans-New Guinea;;
Kunjen;Australian;;
Kunyi;Niger-Congo;;
Kunza;Language isolate;;
Kuo;Niger-Congo;;
Kuot;Language isolate;;
Kupa;Niger-Congo;;
Kupia;Indo-European;;
Kupsapiiny;Nilo-Saharan;;
Kur;Austronesian;;
Kurama;Niger-Congo;;
Kuranko;Niger-Congo;;
Kurdish, Central;Indo-European;;
Kurdish, Northern;Indo-European;;
Kurdish, Southern;Indo-European;;
Kuri;Austronesian;;
Kuria;Niger-Congo;;
Kurichiya;Dravidian;;
Kurmukar;Indo-European;;
Kurnai;Australian;;
Kurrama;Australian;;
Kursav;Trans-New Guinea;;
Kurti;Austronesian;;
Kurtokha;Sino-Tibetan;;
Kuruáya;Tupian;;
Kurudu;Austronesian;;
Kurumba, Alu;Dravidian;;
Kurumba, Attapady;Dravidian;;
Kurumba, Betta;Dravidian;;
Kurumba, Jennu;Dravidian;;
Kurumba, Kannada;Dravidian;;
Kurumba, Mullu;Dravidian;;
Kurux;Dravidian;;
Kusaal;Niger-Congo;;
Kusaghe;Austronesian;;
Kushi;Afro-Asiatic;;
Kuskokwim, Upper;Eyak-Athabaskan;;
Kusu;Niger-Congo;;
Kusunda;Language isolate;;
Kusur-Myet;Niger-Congo;;
Kutenai;Language isolate;;
Kutep;Niger-Congo;;
Kuthant;Australian;;
Kutong;Trans-New Guinea;;
Kutto;Afro-Asiatic;;
Kutu;Niger-Congo;;
Kuturmi;Niger-Congo;;
Kuuk Thayorre;Australian;;
Kuuk-Yak;Australian;;
Kuuku-Ya’u;Australian;;
Kuvale;Niger-Congo;;
Kuvi;Dravidian;;
Kuwaa;Niger-Congo;;
Kuwaataay;Niger-Congo;;
Kuwema;Australian;;
Kw’adza;Afro-Asiatic;;
Kwa;Niger-Congo;;
Kwaami;Afro-Asiatic;;
Kwadi;Khoe-Kwadi;;
Kwaio;Austronesian;;
Kwaja;Niger-Congo;;
Kwak’wala;Wakashan;;
Kwakum;Niger-Congo;;
Kwalhioqua-Tlatskanai;Eyak-Athabaskan;;
Kwambi;Niger-Congo;;
Kwamera;Austronesian;;
Kwami;Niger-Congo;;
Kwandu;Niger-Congo;;
Kwang;Afro-Asiatic;;
Kwanga;Sepik;;
Kwangali;Niger-Congo;;
Kwanja;Niger-Congo;;
Kwara’ae;Austronesian;;
Kwasio;Niger-Congo;;
Kwaya;Niger-Congo;;
Kwaza;Language isolate;;
Kwegu;Nilo-Saharan;;
Kwer;Trans-New Guinea;;
Kwerba;Tor-Kwerba;;
Kwerba Mamberamo;Tor-Kwerba;;
Kwere;Niger-Congo;;
Kwerisa;Lakes Plain;;
Kwese;Niger-Congo;;
Kwesten;Tor-Kwerba;;
Kwini;Australian;;
Kwinsu;Tor-Kwerba;;
Kwinti;Creole;;
Kwoma;Sepik;;
Kwomtari;Kwomtari;;
Kyak;Niger-Congo;;
Kyaka;Trans-New Guinea;;
Kyanga;Niger-Congo;;
Kyenele;Yuat;;
Kyerung;Sino-Tibetan;;
Kyoli;Niger-Congo;;
Kyrgyz;Turkic;;
La’bi;Niger-Congo;;
Laal;Language isolate;;
Laalaa;Niger-Congo;;
Laari;Niger-Congo;;
Laarim;Nilo-Saharan;;
Laba;West Papuan;;
Labalekan-Mingar;Austronesian;;
Label;Austronesian;;
Laboya;Austronesian;;
Labu;Austronesian;;
Labur;Niger-Congo;;
Lacandon;Mayan;;
Lachi;Kra-Dai;;
Lachi, White;Kra-Dai;;
Lacid;Sino-Tibetan;;
Ladakhi;Sino-Tibetan;;
Ladin;Indo-European;;
Ladino;Indo-European;;
Ladji Ladji;Australian;;
Laeko-Libuat;Torricelli;;
Lafofa;Niger-Congo;;
Laghu;Austronesian;;
Laghuu;Sino-Tibetan;;
Lagwan;Afro-Asiatic;;
Laha;Austronesian;;
Laha;Kra-Dai;;
Lahanan;Austronesian;;
Lahta;Sino-Tibetan;;
Lahu;Sino-Tibetan;;
Lahu Shi;Sino-Tibetan;;
Laimbue;Niger-Congo;;
Laiyolo;Austronesian;;
Lak;Nakh-Daghestanian;;
Laka;Nilo-Saharan;;
Lakalei;Austronesian;;
Lakha;Sino-Tibetan;;
Laki;Indo-European;;
Lakkia;Kra-Dai;;
Lakon;Austronesian;;
Lakondê;Nambikwara;;
Lakota;Siouan-Catawban;;
Lakurumau;Austronesian;;
Lala;Austronesian;;
Lala-Bisa;Niger-Congo;;
Lala-Roba;Niger-Congo;;
Lalia;Niger-Congo;;
Lalo, Central;Sino-Tibetan;;
Lalo, Dongshanba;Sino-Tibetan;;
Lalu, Eastern;Sino-Tibetan;;
Lalu, Western;Sino-Tibetan;;
Lama;Niger-Congo;;
Lamaholot;Austronesian;;
Lamalama;Australian;;
Lamalera;Austronesian;;
Lamang;Afro-Asiatic;;
Lamatuka;Austronesian;;
Lamba;Niger-Congo;;
Lambadi;Indo-European;;
